ADDRESS,PRICE,BEDROOMS
16 Stoddart Way,855000,4
16 Strabane Green,383500,4
16 Sugarbush Way,285000,4
16 Sugarloaf Close,210000,4
16 Sulina Place,510000,3
16 Summit View,567000,4
16 Suntree Mews,440000,4
16 Surrey Road,790000,4
16 Sydenham Street,655000,4
16 Tahoe Close,525000,4
16 Talgarth Way,1760000,5
16 Tallering Way,510000,4
16 Talus Drive,610000,5
16 Tambulam Way,195000,3
16 Tangier Parkway,429900,4
16 Tantabiddi Heights,485000,3
16 Tarbert Parade,370000,4
16 Tarcoola Retreat,670000,5
16 Templar Place,391000,3
16 Temple Mews,900000,5
16 The Cutting,1600000,4
16 The Embankment,780000,3
16 The Links,2385000,5
16 The Rise,855000,4
16 The Riverwalk,2090000,4
16 Tidefall Street,515000,4
16 Tidewater Way,745000,4
16 Timely Hostess Mews,130000,4
16 Tiverton Street,420000,3
16 Tobin Street,603000,5
16 Tokay Lane,785000,4
16 Tolbury Retreat,520000,4
16 Tomlin Street,220000,3
16 Tortorici Avenue,536000,4
16 Travers Way,470000,4
16 Trotman Court,358000,3
16 Trumpeter Parade,525000,4
16 Tuckett Street,625000,4
16 Tullow Gardens,605000,3
16 Turstin Glen,475000,4
16 Turtledove Road,560000,4
16 Turton Street,605000,3
16 Tuscany Place,402500,4
16 Tuttlebee Terrace,1645250,3
16 Tyneside Grove,600000,4
16 Unnaro Street,346000,3
16 Venn Street,2100000,5
16 Vermont Approach,550500,4
16 Verve Court,1350000,4
16 Vetter Road,630000,4
16 Victoria Road,850000,4
16 Viewway,1500000,4
16 Vilberie Close,408500,4
16 Vista Drive,590000,4
16 Vista Street,653000,3
16 Vivian Way,670000,4
16 Waldon Street,391000,3
16 Wallawa Street,309000,3
16 Wandana Grove,605000,4
16 Wandarra Close,625000,3
16 Wandeara Crescent,970000,4
16 Warner Road,435000,3
16 Waterford Drive,580000,3
16 Waterside Crescent,685000,3
16 Waterside Retreat,800000,4
16 Watervista Close,278000,3
16 Watkins Loop,395000,3
16 Watson Road,537000,4
16 Wattle Court,800000,3
16 Waverley Way,465000,4
16 Waxflower Bend,399500,4
16 Webb Street,877000,4
16 Wedgetail Court,296125,4
16 Welara Circle,565000,4
16 Welby Crescent,505000,4
16 Wenstead Place,260000,3
16 Westerway Terrace,700000,4
16 Westgrove Drive,355000,4
16 Weston Road,1575000,4
16 Whitechurch Mews,472500,5
16 Whitehorses Drive,1085000,4
16 Whitewater Lookout,850000,4
16 Williams Road,915000,4
16 Willis Street,1240000,3
16 Wimbledon Street,360000,4
16 Wineberry Loop,512350,4
16 Winifred Street,910000,3
16 Winterbell Court,1270000,4
16 Wintergreene Drive,555000,4
16 Wirilda Way,465000,4
16 Wishaw Loop,600000,4
16 Wonga Road,592000,4
16 Woodard Road,440000,4
16 Woodland Loop,613000,4
16 Woodlands Way,695000,4
16 Woodleigh Gardens,413000,4
16 Wooleen Street,415000,4
16 Wright Avenue,1325000,4
16 Yalgoo Avenue,705000,3
16 Yallambee Way,479500,4
16 Yangebup Road,497500,4
16 Yewers Drive,420000,4
16/11 Altona Street,380000,2
16/11 Choseley Place,400000,3
16/132 Clayton Street,340000,3
16/22 Gochean Avenue,405000,3
16/220 Fairway Circle,418000,3
16/25 Canns Road,450000,4
16/4 Page Road,159000,2
16/41 Burgundy Lane,329000,3
16/42 Baler Court,325000,3
16/44 Harvey Street,605000,3
16/5 Spyglass Grove,540000,3
16/80 Mooro Drive,560000,2
16/9 Cottrill Street,448000,2
160 Bambrook Street,450000,3
160 Caridean Street,425000,3
160 Carmel Road,480000,3
160 Crimea Street,475000,5
160 Cunningham Drive,888000,5
160 Drummond Street,450000,3
160 Eddystone Avenue,445000,3
160 Egina Street,775000,3
160 Hensman Street,1385000,5
160 Hill Road,570000,4
160 Homestead Road,640000,4
160 Kingsway,685000,5
160 Lawrence Street,690000,4
160 Leworthy Loop,320000,4
160 Mack Court,125000,3
160 Richardson Street,900000,5
160 Shady Hills View,683000,4
160 Townshend Road,1605000,4
160 William Street,400000,4
1605 Great Eastern Highway,455000,3
161 Breeze Road,935000,3
161 Bushmead Road,335000,4
161 Coogee Road,1180000,4
161 Curtin Avenue,1445000,5
161 Flinders Street,1260000,4
161 Lefroy Street,745000,4
161 Moore Road,772000,4
161 Planet Street,502500,3
161 Pomeroy Road,800000,4
161 Railway Road,869100,5
161 Tenth Avenue,1555000,5
161 Union Road,400000,4
161 West Parade,575000,4
1615 Hidden Valley Road,950000,4
1615 Railway Terrace,585000,4
161A Samson Street,525000,3
161A Stubbs Terrace,1100000,3
161B Leake Street,440000,4
162 Empire Avenue,1275000,4
162 Fendam Street,471000,4
162 Giles Avenue,425000,3
162 Gradient Way,440000,3
162 Harrington Waters Drive,392000,4
162 Mullaloo Drive,695000,4
162 Ridge Hill Road,1150000,5
162 Widgee Road,465000,3
162 Woodvale Drive,540000,4
1620 Anketell Road,740000,4
1625 Victoria Road,860000,4
162A Rochdale Road,795000,3
162A Wilding Street,825000,4
163 Ferndale Crescent,570000,4
163 Forrest Street,2000000,4
163 Gwenyfred Road,770000,3
163 Hamersley Road,1240000,3
163 Harpenden Street,445000,4
163 Ridge Hill Road,1250000,4
163 Safety Bay Road,450000,3
163 Stock Road,500000,4
163 Stubbs Terrace,850000,2
163 Tenth Avenue,725000,2
163 Virgil Avenue,865000,4
163 William Street,800000,2
163 Yangebup Road,428000,3
163B Epsom Avenue,430000,4
164 Blackadder Road,429000,3
164 Foreshore Drive,690000,4
164 Glen Iris Drive,680000,4
164 Hensman Street,950000,4
164 Lakelands Drive,850000,3
164 Lakeside Drive,750000,4
164 Leworthy Loop,330000,4
164 Maida Vale Road,385000,4
164 Millhouse Road,285000,5
164 Morrison Road,277500,2
1640 Hedges Road,175000,5
1640 Prosperity Road,555000,3
1645 Clayton Road,400000,3
1645 Prosperity Road,640000,3
1645 Stoneville Road,670000,5
164a Alice Street,640000,3
164A Lincoln Street,835000,4
164A Shaftesbury Avenue,635000,3
165 Alexander Road,345000,3
165 Bennett Springs Drive,480000,4
165 Blair Road,1300000,5
165 Carradine Road,850000,4
165 Champion Drive,312000,3
165 Coolgardie Street,512500,4
165 Eddystone Avenue,405000,4
165 Fendam Street,465000,3
165 Kardan Boulevard,305000,3
165 Lake View Road,350000,3
165 Marri Park Drive,478000,4
165 Martin Road,680000,2
165 Masters Road,820000,4
165 Moola Road,220000,4
165 Morrell Road,460000,2
165 O'Connor Road,772000,5
165 Sydenham Street,420000,3
165 William Street,1150000,3
1654 Canning Road,1300000,3
1659 Canning Road,430000,3
165A Samson Street,765000,4
165A Stevens Street,835000,4
166 Blackadder Road,374000,4
166 Brewer Road,950000,4
166 Calais Road,866750,5
166 Canning Road,730000,5
166 Coolgardie Avenue,260000,2
166 Douglas Avenue,690000,2
166 Empire Avenue,1070000,5
166 Kew Street,475000,3
166 Lesmurdie Road,750000,6
166 Orrong Road,487500,4
166 Paini Way,325000,4
166 Pinjar Road,665000,4
166 River Way,885000,3
166B Flinders Street,640000,4
166B Safety Bay Road,450000,4
167 Broun Avenue,447000,2
167 Coode Street,468000,3
167 Lansdowne Road,739000,3
167 Nicholas Road,313000,3
167 Samson Street,935000,3
167 Stanhope Road,760000,6
167 Stubbs Terrace,749000,3
167 Willcox Street,550000,4
1675 Jacoby Street,1100000,6
1675 Oxley Road,880000,4
167a Stevens Street,910000,4
168 Baltimore Parade,382500,4
168 Bridgewater Drive,620000,3
168 Carmel Road,580000,4
168 Gay Street,485000,4
168 Honeywood Avenue,560000,4
168 McNeill Road,1030000,4
168 Morrison Road,370000,3
168 Orange Valley Road,610000,5
168 Sixth Avenue,1085000,4
168 Solomon Street,1000000,3
168 Treasure Road,354000,3
168 Waterhall Road,390000,3
168 Woodvale Drive,565000,4
1680 Oxley Road,207500,4
1685 Clayton Road,545000,4
168A Alfred Road,840000,2
168a Kitchener Road,720000,4
169 Crimea Street,445000,3
169 Daglish Street,1115000,5
169 Glen Iris Drive,620000,4
169 Grandis Boulevard,335000,4
169 Harpenden Street,545000,4
169 Hazelmere Circus,900000,3
169 Progress Drive,620000,3
169 Riverton Drive,1600000,4
169 Stock Road,1200000,4
169 Stock Road,470000,2
169 Twickenham Drive,625000,4
1695 Jarrah Road,200000,4
1695 Thomas Road,1040000,4
169A Belmont Avenue,460000,4
169A Leach Highway,520000,3
169A Seventh Avenue,766000,3
16A Beeston Crescent,252500,3
16A BITTON STREET,450000,3
16a Bridge Street,660000,4
16A Brix Street,760000,3
16A Cabell Street,630000,3
16A Cadd Street,935500,3
16A Camelot Court,297000,3
16A Cunningham Terrace,915000,3
16A Dalkeith Road,1630000,4
16A Doneraile Court,705000,4
16A Ellement Parade,1160000,5
16A Field Street,755000,3
16A First Avenue,642500,3
16a Gnobar Way,675000,4
16A Harpenden Street,289000,3
16a Harwood Street,650000,4
16a Instone Street,572500,4
16A Margaret Street,1100000,3
16A Marra Way,406000,3
16a Musgrove Crescent,864000,3
16A Nile Place,330000,3
16A Petterson Avenue,470000,3
16A Pulo Road,907000,4
16a Schacht Court,750000,4
16A Sholl Avenue,1340000,4
16A Sill Street,329000,3
16A Snell Street,527000,3
16a Tanson Street,820000,2
16A Ventnor Avenue,2000000,3
16A Wade Street,630000,4
16B Albert Street,267000,3
16B Balboa Promenade,270000,2
16B Beatrice Avenue,610000,3
16B Birchwood Avenue,1075000,4
16B Chestnut Grove,290000,3
16b French Road,965000,4
16B Gnobar Way,980000,4
16b Greenock Avenue,1451000,4
16B Hartfield Crescent,510000,3
16B Joiner Street,695000,4
16B Nurdi Way,525000,3
16B Pether Road,722500,3
16B Pintabona Drive,293050,3
16B Pollard Street,640000,3
16B Robinson Street,650000,3
16C Dane Street,490500,3
17 Abbey Green Road,440000,4
17 Abercrombie Terrace,330000,4
17 Abrolhos Close,605000,3
17 Agraulia Court,480000,4
17 Alcazar Avenue,315000,4
17 Allen Road,595000,3
17 Allendale Entrance,715000,4
17 Allenswood Road,562500,4
17 Allestree Road,620000,3
17 Anderton Retreat,738000,4
17 Anne Avenue,160000,2
17 Anzac Place,381000,4
17 Aquitania Close,320000,4
17 Ardea Way,400000,4
17 Ardea Way,722000,5
17 Arkwell Way,855000,3
17 Arley Turn,693000,4
17 Armstrong Road,650000,3
17 Arthur Road,630000,4
17 Arundle Avenue,450000,3
17 Ashfield Parade,905000,2
17 Astral Avenue,353000,2
17 Autumn Crescent,450000,4
17 Aveley Road,94000,4
17 Balivanich Loop,240000,5
17 Ballaruk Grove,345000,4
17 Ballycastle Loop,518000,4
17 Banksia Court,337500,4
17 Barang Circuit,745000,4
17 Barbigal Place,560000,5
17 Barcelona Terrace,515000,4
17 Bardeen Pass,620000,4
17 Barney Street,650000,3
17 Barridale Drive,635000,4
17 Barrington Avenue,520000,4
17 Baton Rouge Drive,1130000,4
17 Beach Road,707000,3
17 Beach Road,1505000,3
17 Beachton Street,1200000,4
17 Beenan Elbow,455000,4
17 Beenong Street,391000,3
17 Belinda Avenue,385000,3
17 Bellevue Terrace,1425000,4
17 Belmont Road,870000,4
17 Belvoir Crescent,405000,4
17 Bentall Way,756000,4
17 Bentham Turn,309000,3
17 Benton Way,521500,3
17 Berigora Avenue,515000,4
17 Bernier Close,255000,3
17 Bertie Street,595000,3
17 Beukers Way,630000,4
17 Bibbulmun Entrance,225000,4
17 Bilya Avenue,665000,4
17 Bilya Gardens,290000,3
17 Birrigon Loop,1995000,4
17 Birt Court,530000,4
17 Bittern Close,675000,5
17 BLACKBOY ROAD,530000,4
17 Blairgowie Heights,555000,4
17 Blossom Chase,625000,4
17 Blue Fin Drive,400000,4
17 Bluebeech Way,645000,3
17 Bodrum Crescent,647500,4
17 Bonannella Entrance,550000,4
17 Bonaparte Drive,435000,4
17 Bonington Parkway,551000,4
17 Boronia Crescent,1360000,3
17 Boston Way,1450000,4
17 Bourke View,567000,4
17 Boya Crescent,576000,3
17 Bradbourne Drive,870000,4
17 Breaksea Drive,1140000,4
17 Brearley Mews,925000,4
17 Bridges Rise,445000,4
17 Brightlands Circuit,440000,3
17 Bristow Street,154000,3
17 Brockwell Place,1075000,4
17 Broome Street,2000000,4
17 Brown Road,1200000,4
17 Brut Lane,575000,4
17 Bryah Place,410000,4
17 Bullock Court,399500,4
17 Bunderra Close,515000,3
17 Burroughs Road,918000,5
17 Burton Street,395000,4
17 Bushey Road,1142500,3
17 Cador Court,752500,4
17 Callaghan Way,600000,4
17 Callistemon Approach,670000,4
17 Caloria Chase,540000,4
17 Camarillo Street,310000,4
17 Camborne Parkway,467000,4
17 Camfield Loop,353000,4
17 Campion Crescent,1480000,6
17 Campsbourne Street,515000,3
17 Canopy Court,320000,4
17 Carawatha Avenue,360000,3
17 Carman Way,547000,4
17 Carmick Way,420000,3
17 Carnarvon Crescent,1055000,4
17 Carnock Way,529000,4
17 Casitas Street,190000,3
17 Cassidae Terrace,1000000,3
17 Cassino Drive,1185000,4
17 Castagno Approach,440000,4
17 Castle Peak Vista,355000,4
17 Castle Road,1440000,4
17 Castlebar Way,665000,4
17 Cathedral Link,700000,4
17 Cavender Street,329000,3
17 Cessna Drive,550000,5
17 Chadwick Parade,243500,3
17 Champlin Way,560000,4
17 Chandela Loop,587000,3
17 Charnwood Street,420000,2
17 Chester Street,1820000,5
17 Chittawarra Court,615000,5
17 Christchurch Boulevard,600000,4
17 Citrus Loop,362000,4
17 Clint Way,225000,2
17 Clyde Road,1600000,4
17 Coast Road,1300000,5
17 Coleman Crescent,605000,3
17 Coleridge Place,525000,3
17 Colorino Avenue,672000,4
17 Coneflower Corner,865000,3
17 Congdon Way,900000,4
17 Conigrave Road,355000,3
17 Connell Way,269000,3
17 Conquest Court,500000,4
17 Contacio Cove,1435000,5
17 Coomoora Road,625000,3
17 Coral Vine Loop,320000,4
17 Corry Street,455000,4
17 Cosmia Grove,350000,3
17 Council Road,595000,5
17 CRAIGHALL TURN,730000,4
17 Croft Street,299000,3
17 Crown Terrace,675000,3
17 Cupello Drive,670000,4
17 Daintree Court,455000,4
17 Dakota Avenue,707500,3
17 Dale Drive,860000,4
17 Daleview Close,605000,4
17 Dalkey Way,665000,5
17 DALMENY LINK,760000,5
17 Dart Court,422600,5
17 David Street,750000,4
17 Daytona Drive,860000,4
17 Deerina Green,407500,4
17 Denison Turn,400000,4
17 Devon Street,400000,2
17 Deyoung Road,495000,3
17 Dianella Link,499990,4
17 Dolan Way,490000,3
17 Dolomite Road,920000,5
17 Donnington Road,675000,3
17 Dorchester Avenue,537200,3
17 Dorrigo Gardens,530000,4
17 Downy Green,399000,3
17 Driftwood Rise,500000,4
17 Duncan Place,640000,4
17 Duncombe Grove,295000,3
17 Dunford Street,425000,2
17 Dunlowe Loop,350000,4
17 Dunster Way,378000,3
17 Durack Crescent,230000,3
17 Eastleigh Loop,420000,4
17 Eastwood Way,510000,3
17 Eddington Road,670000,4
17 Eddy Close,317500,3
17 Edmonds Cove,475000,4
17 Edwards Entrance,360000,3
17 Ellersdale Avenue,570000,4
17 Elliott Road,1600000,4
17 Elmhurst Drive,370000,3
17 Elvire Street,340000,4
17 Emerald Place,475000,4
17 Enderby Court,405000,4
17 Eolian Loop,460000,4
17 Est Lane,455000,3
17 Ethelwyn Street,700000,4
17 Eyrean Way,980000,4
17 Fantail Avenue,1110000,5
17 Farrier Terrace,470000,4
17 Fauntleroy Street,455000,4
17 Fenton Street,485000,3
17 Ferntree Place,1250000,5
17 Ferrar Street,1560000,3
17 Ferry Way,465000,4
17 Fielder Court,770000,4
17 Firetail Court,220000,4
17 Flametree Bend,629000,4
17 Flindell Avenue,645000,4
17 Flourish Way,515000,4
17 Forbes Court,355000,3
17 Forbes Street,1075000,4
17 Forfar Glen,480000,4
17 Frederic Street,350000,3
17 Gabo Road,695000,5
17 Gallipoli Street,612000,3
17 Galway Place,485000,5
17 Gamage Way,388000,3
17 Gascoyne Avenue,630000,4
17 Gateshead Loop,855000,5
17 Gelderland Entrance,387000,4
17 Gentle Circle,450000,4
17 Germain Way,259000,3
17 Gerovich Way,590000,4
17 Ghost Gum Heights,662000,4
17 Giallo Way,350000,3
17 Gianatti Ramble,480000,3
17 Gifford Mews,800000,4
17 Gilling Place,126666,4
17 Gillings Parade,610000,4
17 Girrawheen Drive,900000,4
17 Glen Iris Drive,680000,4
17 Glenariff Boulevard,473000,3
17 Glengarry Street,510000,4
17 Glenhurst Court,320000,3
17 Glenmaggie Circuit,580000,4
17 Glenmere Road,731000,4
17 Glensanda Way,980000,5
17 Gloster Loop,62000,4
17 Goldney Court,400000,4
17 Grade Road,433500,3
17 Grampian Crescent,645000,5
17 Grandis Boulevard,350000,3
17 Grassbird Loop,420000,4
17 Grasstree Bend,310000,4
17 Greenham Way,300000,4
17 Grey Street,470000,4
17 Greygum Rise,355000,4
17 Grundy Way,358500,3
17 Gully Close,490000,4
17 Gunida Street,805000,4
17 Gwynne Corner,645000,4
17 Hackett Street,368000,3
17 Haig Street,500000,4
17 Hakata Place,320000,4
17 Halleendale Road,873000,4
17 Halstead Turn,365000,4
17 Hampton Road,515000,4
17 Hardy Road,1640000,4
17 Hartington Way,750000,4
17 Hawkes Street,500000,3
17 Hawkins Street,422500,3
17 Helena Road,320000,3
17 Helsall Court,1270000,4
17 Hertford Street,470000,4
17 Hibbertia Crescent,582000,4
17 Hillock Circle,835000,4
17 Hitchcock Street,438000,3
17 Hollingsworth Avenue,387000,3
17 Homestead Avenue,640000,3
17 Honeyeater Street,625000,4
17 Honeypot Way,1550000,4
17 Hookstone Drive,489000,4
17 Hooley Road,430000,5
17 Horner Way,455000,3
17 Howson Approach,1825000,4
17 Hugh Street,492000,2
17 Hurlston Way,315000,3
17 Illawarra Mews,535000,4
17 Innesvale Way,376100,4
17 INTEGRA Street,355000,3
17 Intrepid Court,360000,3
17 Inverness Court,278000,4
17 Island Retreat,470000,3
17 Itchen Loop,410000,4
17 Ivory Way,830000,4
17 Ivythorne Grove,525000,4
17 Jacana Circle,900000,3
17 Jack Road,1000000,5
17 Jade Street,555000,4
17 James Street,240000,5
17 Jameson Street,1320000,3
17 Japonica Heights,300000,3
17 Jarrahdale Road,350000,3
17 Jasmin Way,467500,4
17 Java Place,317500,4
17 Jeavons Place,415000,3
17 Jedburgh Loop,430100,3
17 Jeffery Street,660000,3
17 Jeffrey Loop,320000,3
17 Jenever Place,430000,3
17 Jewel Court,345000,3
17 Jindalee Boulevard,608000,4
17 John Forrest Circuit,368000,4
17 John Street,405000,4
17 Jordan Street,210000,3
17 Jouissance Bend,617000,4
17 Jubaea Gardens,1100500,4
17 June Road,550000,3
17 Kalgoorlie Street,1150000,4
17 Kalli Street,315000,3
17 Kangaroo Entrance,340000,3
17 Keeling Way,2202500,4
17 Kenmure Avenue,690000,4
17 Kenton Way,257000,3
17 Kinglake Way,560000,4
17 Kingston Heath Court,850000,5
17 Kirkus Road,370000,5
17 Klem Avenue,736000,3
17 Knight Road,810000,3
17 Knighton Way,279000,3
17 Knutsford Crescent,305000,4
17 Koondoola Avenue,370000,3
17 Kunzite Court,520000,4
17 Laguna Green,805000,4
17 Lansing Street,350000,3
17 Lantern Way,425000,5
17 Lavender Chase,580000,4
17 Laverick Street,180000,3
17 Lawler Street,2020000,4
17 Lawrence Way,500000,4
17 Leawood Crescent,570000,5
17 Limousin Place,658000,3
17 Lincoln Mews,375000,4
17 Linden Gardens,1645000,4
17 Livorno Boulevard,430000,3
17 Losino Boulevard,499999,3
17 Lowanna Way,2300000,5
17 Lukin Avenue,785000,3
17 Lutey Avenue,1350000,5
17 Lyall Street,1780000,4
17 Mabel Street,767000,3
17 Mackay Way,740000,3
17 Madeira Place,359000,3
17 Mader Road,370000,4
17 Mal Bay Court,515000,4
17 Mallee Way,900000,5
17 Malone Street,585000,5
17 MANAKOORA RISE,1320000,5
17 Mandarin Court,478000,3
17 Manhattan Concourse,525000,4
17 Marbella Avenue,450000,4
17 March Street,470000,2
17 marigold Place,458000,4
17 Marmion Street,265000,3
17 Marquis Street,520000,4
17 Marriot Street,335000,3
17 Marriott Road,397000,3
17 Marsden Way,525000,3
17 Maxwell Street,393000,2
17 Maxworthy Place,355000,3
17 Mayo Road,845000,6
17 Mccallum Parkway,347000,4
17 Mccullock Rise,1100000,4
17 Mcdermott Road,243750,3
17 Mckay Court,452222,3
17 McLarty Street,495000,4
17 McMahon Way,475000,3
17 Meelup Way,387000,4
17 Melaleuca Close,415000,3
17 Melissa Street,595000,3
17 Menora Loop,260000,3
17 MERIDA TURN,360000,4
17 Meridian Drive,490000,3
17 Mesa Link,559000,4
17 Michael Crescent,385000,4
17 Michael Street,720000,3
17 Middle Swan Road,740000,4
17 Millar Road,765000,4
17 Millbrook Close,730000,4
17 Mimbalup Close,345000,3
17 MIMICA Street,345000,3
17 Mirria Way,410000,3
17 Mitchell Street,448000,4
17 Mobilia Place,1086000,4
17 Monaco Avenue,700000,5
17 Monet Drive,500000,4
17 Mons Street,430000,3
17 Montgomery Drive,625000,4
17 Moonlight Cove,860000,4
17 Moore Street,720000,3
17 Moran Close,970000,4
17 Morgan Road,440000,3
17 Mount Street,835000,3
17 Mudalla Way,310000,3
17 Mulligan Way,315000,3
17 Mullings Way,870000,4
17 Munsie Avenue,1300000,3
17 Murchison Drive,575000,4
17 Murchison Street,1195000,3
17 Mustang Drive,493000,4
17 Nairn Road,110000,3
17 Nambucca Way,370000,3
17 Nance Street,391000,3
17 Nanika Crescent,504210,5
17 Navy Court,295000,4
17 Negresco Turn,445000,4
17 New England Drive,1000000,4
17 Newport Way,523000,4
17 Nicholson Loop,670000,4
17 Ninda Road,520000,5
17 Noack Road,330000,4
17 Nolan Way,886000,3
17 North Lake Road,600000,3
17 Northumberland Avenue,410000,4
17 Northwood Loop,480000,4
17 Nowranie Place,347500,4
17 Nunney Road,381000,4
17 Oakmont Turn,600000,4
17 Oakwood Crescent,275000,3
17 Octagon Gardens,445000,4
17 Ohrid Place,580000,4
17 Oleander Way,650000,3
17 Opperman Place,310000,3
17 Orara Way,305000,3
17 Ornata Bend,370000,4
17 Otterden Street,280000,3
17 Otunic Way,635000,4
17 Ozone Road,800000,5
17 Padbury Road,765000,4
17 Palmateer Drive,360000,3
17 Panarea Crest,650000,4
17 Parke Road,1350000,4
17 Parker Avenue,462000,5
